"full_address","neighborhoods_analysis_boundaries","permit_type_definition","description","existing_use","proposed_use","permit_creation_date","location.latitude","location.longitude"
"1111 Green St 94109","Russian Hill","additions alterations or repairs","legalize unit 1111a & combine units 1111e & 1111f to 1 unit","apartments","apartments",1988-06-02,"37.79806221881763","-122.41761366992586"
"146 08th Av 94118","Inner Richmond","additions alterations or repairs","remove illegal unit in garage","apartments","2 family dwelling",1988-06-06,"37.785693828549505","-122.46643348780461"
"2228 Union St 94123","Marina","additions alterations or repairs","legalize exist office space @ top floor attic space","apartments","office",1988-06-17,"37.79729499480416","-122.43612515476352"
"324 Larkin St 94102","Tenderloin","additions alterations or repairs","eliminat 2 sub-standard apartments & 1 illegal apartment","apartments","apartments",1998-10-20,"37.78094546551155","-122.4167729799463"
"1285 08th Av 94122","Inner Sunset","additions alterations or repairs","legalize existing 9th unit, add an electrical meter","apartments","apartments",1984-08-29,"37.76437087186428","-122.46554824993699"
"3960 18th St 94114","Castro/Upper Market","additions alterations or repairs","to remove an illegal unit","apartments","apartments",1988-08-09,"37.76132023920841","-122.43190337352888"
"43 Juniper St 94103","South of Market","otc alterations permit","legalize bathroom due to dry rot repairs","apartments","apartments",1998-12-22,"37.77172939999956","-122.41239316454664"
"454 Frederick St NA",NA,"additions alterations or repairs","legalize sheetrocking & steps at (e)storage 34-2873","apartments","apartments",1999-01-14,NA,NA
"458 Frederick St NA",NA,"additions alterations or repairs","legalize sheetrocking & steps at (e)storage 34-2873","apartments","apartments",1999-01-14,NA,NA
"444 03rd Av 94118","Inner Richmond","additions alterations or repairs","remove illegal construction, comply with w/v","apartments","apartments",1989-02-03,"37.780314115143796","-122.46067842836314"
"83 Alvarado St 94110","Mission","additions alterations or repairs","remove illegal ground floor unit & legalized bldg.","apartments","2 family dwelling",1989-06-02,"37.75418518393148","-122.42272669678249"
"1456 08th Av 94122","Inner Sunset","additions alterations or repairs","legalize downstairs apt.","2 family dwelling","apartments",1989-08-29,"37.76113369446326","-122.46470750292282"
"531 Castro St 94114","Castro/Upper Market","additions alterations or repairs","legalize seating in (e) restaurant","apartments","apartments",1989-09-18,"37.76036555180135","-122.43460662182305"
"1431 Hayes St 94117","Hayes Valley","otc alterations permit","comply w/nov 9920462 repair deck, (legalize repair-no replac","apartments","apartments",1999-06-16,"37.774424762010405","-122.43998573455931"
"1216 09th Av 94122","Inner Sunset","additions alterations or repairs","legalize (e) restaurant","apartments","food/beverage hndlng",1989-11-01,"37.76550150611257","-122.46608376844374"
"2558 Pine St 94115","Pacific Heights","otc alterations permit","legalize the bathrm sink,tub & toilet fixtures","apartments","apartments",1999-08-11,"37.78769458637838","-122.43791713740428"
"2558 Pine St 94115","Pacific Heights","otc alterations permit","legalize the bathrm sink,tub & toilet fixtures","apartments","apartments",1999-08-11,"37.78769458637838","-122.43791713740428"
"780 Fell St 94117","Hayes Valley","additions alterations or repairs","convert top 2 units to 1 unit legalize bottom unit","apartments","2 family dwelling",1999-09-01,"37.775149671805735","-122.43063531720652"
"1180 South Van Ness Av 94110","Mission","additions alterations or repairs","remove kitchen on first fl, legalize family rm and bathrm.","apartments","apartments",1999-12-09,"37.754256633665925","-122.41679669735842"
"101 Lower Tr 94114","Castro/Upper Market","additions alterations or repairs","to legalize existing studio #103","apartments","apartments",1984-06-18,"37.76304907700623","-122.44172277620784"
"103 Lower Tr 94114","Castro/Upper Market","additions alterations or repairs","to legalize existing studio #103","apartments","apartments",1984-06-18,"37.76304907700623","-122.44172277620784"
"1359 08th Av NA",NA,"additions alterations or repairs","legalize 3 units on 3 floors","apartments","2 family dwelling",1985-08-21,NA,NA
"626 22nd Av 94121","Outer Richmond","additions alterations or repairs","legalize 3rd dwelling unit at garage level","2 family dwelling","apartments",1987-09-08,"37.77590515928753","-122.48087590571103"
"2145 North Point St 94123","Marina","additions alterations or repairs","legalize deck","apartments","apartments",1992-03-03,"37.80261238824935","-122.44243050504649"
"570 04th St 94107","South of Market","additions alterations or repairs","legalize the conversion of apt. unit #5 into rest. kitchen","apartments","food/beverage hndlng",1992-07-16,"37.778533221413625","-122.397177029882"
"698 Precita Av 94110","Bernal Heights","additions alterations or repairs","legalize live/work unit. chng from commercialto live/work","2 family dwelling","apartments",1992-09-22,"37.74806269821138","-122.4078356505613"
"3735 Divisadero St 94123","Marina","additions alterations or repairs","letlize illegal dwelling unit per poublic information flyer","2 family dwelling","apartments",1990-05-29,"37.80416216581057","-122.44404671167838"
"747 05th Av 94118","Inner Richmond","additions alterations or repairs","proposed alteration to (e) bldg legalize bathrm @ basement","apartments","apartments",1990-08-22,"37.774615743605835","-122.46307563654712"
"1216 09th Av 94122","Inner Sunset","additions alterations or repairs","legalize the ext to restaurant into the lower dwelling unit","apartments","food/beverage hndlng",1992-11-09,"37.76550150611257","-122.46608376844374"
"708 Oak St 94117","Hayes Valley","otc alterations permit","legalize exisitng stairs","apartments","apartments",1999-03-18,"37.77416140354402","-122.43117547528205"
"708 Oak St 94117","Hayes Valley","additions alterations or repairs","legalize stairs per correction notice","apartments","apartments",1999-03-25,"37.77416140354402","-122.43117547528205"
"1216 09th Av 94122","Inner Sunset","additions alterations or repairs","legalize (e) restaurant","apartments","food/beverage hndlng",1992-05-14,"37.76550150611257","-122.46608376844374"
"3222 16th St 94103","Mission","additions alterations or repairs","one-stop, remove counter wall & replace it w/steel beam for creating parking spaces,legalize toilet","apartments","apartments",2000-01-31,"37.76497210274234","-122.4247922842155"
"715 Clementina St 94103","South of Market","additions alterations or repairs","eliminate illegal unit/convert it back to laundry/storage rm","apartments","apartments",1993-02-22,"37.77506621631167","-122.4107976096482"
"2348 47th Av 94116","Sunset/Parkside","additions alterations or repairs","legalize storage room and full bathroom","apartments","2 family dwelling",1993-08-23,"37.742709929820975","-122.5054319131014"
"126 Baker St 94117","Haight Ashbury","additions alterations or repairs","remove stove,attic-remove illegal unit","apartments","2 family dwelling",1993-09-21,"37.77222065611954","-122.44029061226232"
"397 05th Av 94118","Inner Richmond","additions alterations or repairs","legalize work under app #8909104 & 8711631","apartments","office",1993-11-24,"37.78134097495594","-122.46341043656572"
"1154 Kearny St 94133","North Beach","otc alterations permit","remove illegal kitchen,shower,corret nov,convert area to storage with half bath w/sink &toilet","apartments","apartments",2000-04-10,"37.79880847202036","-122.40541361576345"
"1164 Kearny St 94133","North Beach","otc alterations permit","remove illegal kitchen,shower,corret nov,convert area to storage with half bath w/sink &toilet","apartments","apartments",2000-04-10,"37.79880847202036","-122.40541361576345"
"410 12th Av 94118","Inner Richmond","additions alterations or repairs","remov appliances-legalize exist bedrm,socrm,bth #7707205","apartments","2 family dwelling",1994-01-27,"37.78026398686472","-122.47034164913552"
"2615 Clement St 94121","Outer Richmond","additions alterations or repairs","remove ground floor illegal unit& nonbearing walls, etc.","apartments","apartments",2000-04-21,"37.781659032581814","-122.48736040647418"
"1903 23rd St 94107","Potrero Hill","additions alterations or repairs","legalize existing utility rm,storage,bath in basement","apartments","apartments",2000-04-21,"37.754501439071596","-122.39894640477291"
"2280 Pacific Av 94115","Pacific Heights","otc alterations permit","correct records,janitors unit to be legalized per compli 8/5/38 dph letter,final insp on 1938 viol","apartments","apartments",2000-04-28,"37.79387832756999","-122.4327707075612"
"2520 Broadway NA 94123","Pacific Heights","otc alterations permit","legalize existing window","apartments","apartments",1997-01-09,"37.79403402941467","-122.43876013272678"
"1430 Leavenworth St 94109","Nob Hill","otc alterations permit","remove illegal roof over (e) stairway & rear rooms & stairway from 3rd fl to roof,n.o.v. 39800971 &","apartments","apartments",2000-05-18,"37.79433313846182","-122.41602048726104"
"579 05th Av 94118","Inner Richmond","additions alterations or repairs","notivrviolation 9502790 remove illegal unit grnd floor","apartments","apartments",1995-09-22,"37.77768645835707","-122.46329722855405"
"1 Teddy Av NA",NA,"additions alterations or repairs","correct viol cited by bbi to convert illegal 3 units","apartments","1 family dwelling",1995-10-13,NA,NA
"437 Dolores St 94110","Mission","otc alterations permit","legalize deck and stair repair work as recorded on notice of violation","apartments","apartments",2000-06-13,"37.76244444696794","-122.42581506335226"
"441 Dolores St 94110","Mission","otc alterations permit","legalize deck and stair repair work as recorded on notice of violation","apartments","apartments",2000-06-13,"37.76244444696794","-122.42581506335226"
"237 Pixley St 94123","Marina","additions alterations or repairs","legalize ground floor 5th unit","apartments","apartments",1996-02-27,"37.79828310669843","-122.43638182479262"
"749 Taylor St 94109","Nob Hill","otc alterations permit","correct pa 9807965, reinstate one unit & legalize","apartments","apartments",2000-06-23,"37.789373095228115","-122.41236829899356"
"1180 South Van Ness Av 94110","Mission","otc alterations permit","correct n.o.v./remove illegal unit at first floor and restore to previous use","apartments","apartments",2000-07-25,"37.754256633665925","-122.41679669735842"
"5614 California St 94121","Outer Richmond","additions alterations or repairs","legalize rooms per plans","apartments","apartments",2000-08-07,"37.784482388330545","-122.47788372136387"
"948 Divisadero St 94115","Western Addition","otc alterations permit","convert in-law unit into storage/removal of an illegal unit at ground floor per plans.","apartments","2 family dwelling",2000-08-09,"37.778502379110385","-122.43818949218264"
"950 Divisadero St 94115","Western Addition","otc alterations permit","convert in-law unit into storage/removal of an illegal unit at ground floor per plans.","apartments","2 family dwelling",2000-08-09,"37.778502379110385","-122.43818949218264"
"2969 Cesar Chavez St 94110","Bernal Heights","additions alterations or repairs","remove two illegal kitchens & one bathroom at garage level, repair rear stairs for dry rot. repair g","apartments","1 family dwelling",2000-04-20,"37.74809673727074","-122.40912667206524"
"691 Huron Av 94112","Outer Mission","additions alterations or repairs","demo of the existing kchn closets/removal of two illegal units at grnd floor","apartments","1 family dwelling",2000-08-28,"37.71216385100983","-122.44910270628341"
"27 Monroe St 94108","Nob Hill","additions alterations or repairs","legalize the removal of community kitchen","apartments","apartments",1984-07-03,"37.790649634566456","-122.40814743161178"
"304 Eureka St 94114","Castro/Upper Market","additions alterations or repairs","remove illegal stairway and non complying, refer to 3r-2722","apartments","apartments",2000-08-31,"37.75723130536513","-122.43821083147316"
"357 Collingwood St 94114","Castro/Upper Market","additions alterations or repairs","legalize full bath, modify rec room","apartments","apartments",1984-07-09,"37.75672426206036","-122.43540372281595"
"3484 18th St 94110","Mission","additions alterations or repairs","comply w/n.o.v. #199706024,legalize 1/2 bath,replace sink","apartments","apartments",1997-12-15,"37.76193293341198","-122.42116551787572"
"60 Theresa St 94112","Outer Mission","otc alterations permit","remove (2) existing illegal in-law units into storage","apartments","1 family dwelling",2000-10-31,"37.728487844855906","-122.43347303370903"
"624 Precita Av 94110","Bernal Heights","additions alterations or repairs","legalize rear (sfd)","2 family dwelling","apartments",2000-11-04,"37.747551129924936","-122.40883059775152"
"622 Precita Av 94110","Bernal Heights","additions alterations or repairs","legalize rear (sfd)","2 family dwelling","apartments",2000-11-04,"37.747551129924936","-122.40883059775152"
"620 Precita Av 94110","Bernal Heights","additions alterations or repairs","legalize rear (sfd)","2 family dwelling","apartments",2000-11-04,"37.747551129924936","-122.40883059775152"
"4244 Judah St 94122","Sunset/Parkside","additions alterations or repairs","remove illegal kitchen and change bathroom back to toilet room g/f only","apartments","apartments",2000-11-20,"37.7605888237322","-122.50780862435553"
"1060 Munich St 94112","Excelsior","otc alterations permit","remove two illegal units, one in basement and one in upper level, per attched nov 200011214-legalize","apartments","1 family dwelling",2000-11-21,"37.71142597989874","-122.43455790769323"
"2821 Anza St 94121","Outer Richmond","otc alterations permit","correct nov 200008816-remove illegal unit","apartments","apartments",2000-11-28,"37.77818925377885","-122.47859528683416"
"119 Broad St 94112","Oceanview/Merced/Ingleside","otc alterations permit","removed illegal non bearing wall and doors back to existing only","apartments","apartments",2000-12-04,"37.71290510432677","-122.45665543371177"
"1122 Pine St 94109","Nob Hill","otc alterations permit","renewal permit application # 9004607 (legalize 4 units)","apartments","apartments",1991-06-04,"37.79068186853177","-122.41443630149402"
"735 Clayton St 94117","Haight Ashbury","additions alterations or repairs","remove 2 units add to building 2/ permit legalize third dwelling unit upgrade and renovate (e) struc","2 family dwelling","apartments",2001-03-21,"37.76813562493896","-122.44857806626591"
"1069 Capp St 94110","Mission","otc alterations permit","legalize sotrage room. new stairs to storage rm.","apartments","apartments",2001-03-28,"37.74961179991315","-122.41678886639382"
"108 Leese St 94110","Bernal Heights","additions alterations or repairs","demolish existing illegal unit on ground floor, as noted an notice","apartments","2 family dwelling",2001-03-30,"37.73564041282348","-122.42325884747859"
"106 Leese St 94110","Bernal Heights","additions alterations or repairs","demolish existing illegal unit on ground floor, as noted an notice","apartments","2 family dwelling",2001-03-30,"37.73564041282348","-122.42325884747859"
"775 Geary St 94109","Tenderloin","otc alterations permit","correct laundry room dry vents. abate bsmt apt, removed illegal unit. no ex kitchen. removed bathroo","apartments","apartments",2001-04-09,"37.786088647025714","-122.41594941476222"
"1962 Larkin St 94109","Russian Hill","additions alterations or repairs","to legalized the storage rooms at basement, remove bath room","apartments","apartments",2001-04-19,"37.79590729374998","-122.41978585759828"
"1449 Powell St 94133","Chinatown","otc alterations permit","remove all illegal rooms in the basement","apartments","apartments",2000-02-18,"37.79798382583228","-122.41073705767725"
"4150 17th St 94114","Castro/Upper Market","otc alterations permit","legalize unfinished basement room sheetrocked, lighting & bathroom, walk-in closet conditioned space","apartments","apartments",2001-05-03,"37.762733606569086","-122.43854833056757"
"4175 23rd St 94114","Noe Valley","otc alterations permit","block fnt entrance below font staircase  4' long 7' high seal of illegal door build awaiting demolit","apartments","apartments",2001-05-07,"37.75255349636297","-122.43581420576571"
"375 10th Av 94118","Inner Richmond","otc alterations permit","remove illegal unit to comply w/nov-remove kitchen & bath and convert to storage","apartments","apartments",2000-03-13,"37.78142847797941","-122.46893535006905"
"2515 Scott St 94115","Pacific Heights","additions alterations or repairs","eliminate 2 illegal units renovate existing bldg as a legal 3 unit expand the (e) garage","apartments","apartments",2000-03-17,"37.793186934317504","-122.44009190863457"
"5818 California St 94121","Outer Richmond","otc alterations permit","remove illegal unit relocate hot water heaters to create 3rd parking stall remove storage","apartments","apartments",2000-03-20,"37.78436467664275","-122.48003536093074"
"1200 Treat Av 94110","Mission","otc alterations permit","remove illegal toilets & bathroom partition in storage room on first floor. to comply with #20011635","apartments","apartments",2001-05-15,"37.75079691442971","-122.41307657577457"
"1469 Alabama St 94110","Mission","additions alterations or repairs","legalize rooms in basement","apartments","apartments",2001-06-05,"37.74858701084451","-122.4102945908558"
"1407 Lyon St 94115","Presidio Heights","additions alterations or repairs","one unit in basement was legalized in 1962 creating 3 legal units, we will revert back to 2 units &","apartments","apartments",2001-06-11,"37.783947588757826","-122.44498152684676"
"1630 Guerrero St 94110","Noe Valley","otc alterations permit","remove illegal unit from 3-unit building, remove kitchen & cap all utilities at their source","apartments","apartments",2001-06-11,"37.74508432425105","-122.42256929695134"
"111 Ripley St 94110","Bernal Heights","additions alterations or repairs","remove illegal units to correct notice of violations-all illegal kitchens & bathroom to be removed","apartments","2 family dwelling",2001-06-14,"37.7444010891757","-122.41277094887069"
"113 Ripley St 94110","Bernal Heights","additions alterations or repairs","remove illegal units to correct notice of violations-all illegal kitchens & bathroom to be removed","apartments","2 family dwelling",2001-06-14,"37.7444010891757","-122.41277094887069"
"115 Ripley St 94110","Bernal Heights","additions alterations or repairs","remove illegal units to correct notice of violations","apartments","2 family dwelling",2001-06-14,"37.74440628367002","-122.4126847331827"
"117 Ripley St 94110","Bernal Heights","additions alterations or repairs","remove illegal units to correct notice of violations","apartments","2 family dwelling",2001-06-14,"37.74440628367002","-122.4126847331827"
"1449 Powell St 94133","Chinatown","otc alterations permit","renew appl#20000107503 remove illegal unit, kitchen, fixtures, sinks, cabinets, stove, refig. in bas","apartments","apartments",2001-06-15,"37.79798382583228","-122.41073705767725"
"1715 Broadway NA 94109","Pacific Heights","additions alterations or repairs","legalize existing mezzanine at unit #4","apartments","apartments",1992-10-21,"37.79515959918953","-122.42557655556217"
"325 Fillmore St 94117","Hayes Valley","additions alterations or repairs","remove illegal unit on 1st fl. and legalize unit at top fl.correct fr r3 to r1.","2 family dwelling","apartments",2001-06-26,"37.77243799792922","-122.43087641435937"
"327 Fillmore St 94117","Hayes Valley","additions alterations or repairs","remove illegal unit on 1st fl. and legalize unit at top fl.correct fr r3 to r1.","2 family dwelling","apartments",2001-06-26,"37.77243799792922","-122.43087641435937"
"2401 24th Av 94116","Sunset/Parkside","otc alterations permit","legalized & replaced 20 windows","apartments","apartments",2001-06-27,"37.7425598335507","-122.4812092753126"
"2617 Sacramento St 94115","Pacific Heights","otc alterations permit","removal 1 illegal unit at grd fl. comply with housing insection report dated 10/1/1987 by r. fay.","apartments","apartments",2001-08-10,"37.78939652129833","-122.4359717659172"
"2617 Sacramento St 94115","Pacific Heights","otc alterations permit","removal 1 illegal unit at grd fl. comply with housing insection report dated 10/1/1987 by r. fay.","apartments","apartments",2001-08-10,"37.78939652129833","-122.4359717659172"
"2615 Sacramento St 94115","Pacific Heights","otc alterations permit","removal 1 illegal unit at grd fl. comply with housing insection report dated 10/1/1987 by r. fay.","apartments","apartments",2001-08-10,"37.78939652129833","-122.4359717659172"
"1915 California St 94109","Pacific Heights","additions alterations or repairs","to legalize 3 apartments per violation #199927459 unit#107/108/109","apartments","apartments",2002-01-08,"37.78959039012983","-122.42601407456895"
"1645 Hyde St 94109","Russian Hill","otc alterations permit","legalize toilet and sink in basement. revision to 2001/01/04/9134.","apartments","apartments",2001-08-14,"37.7959715244485","-122.41875692068133"
"710 Hayes St 94102","Hayes Valley","additions alterations or repairs","remove 2 illegal units at 1st fl/connect flr area w unit c 2nd fl see also 9822781s to comply nov","apartments","apartments",2001-08-28,"37.776439428373145","-122.42824265122945"
"3352 Clay St 94118","Presidio Heights","otc alterations permit","interior alterations to remove illegal kitchens & occupancy separations","apartments","2 family dwelling",2001-09-13,"37.78921859075793","-122.44813761974544"
"3354 Clay St 94118","Presidio Heights","otc alterations permit","interior alterations to remove illegal kitchens & occupancy separations","apartments","2 family dwelling",2001-09-13,"37.78921859075793","-122.44813761974544"
"271 Cumberland St 94114","Castro/Upper Market","otc alterations permit","to comply with nov #200117095, replace roof deck, legalize (e) deck","apartments","apartments",2001-09-24,"37.758553322906444","-122.42959986647831"
"2613 Sutter St 94115","Presidio Heights","otc alterations permit","to comply with notice of violation/legalize job/repair dryrot","apartments","apartments",2001-09-24,"37.78446244568262","-122.4437989033445"
"2939 Clement St 94121","Outer Richmond","otc alterations permit","remove (e)stove/kitchen sink, legalize (e)1/fl study/exercise/bath, add laundry sink, remove bath/sh","apartments","apartments",2001-09-24,"37.7814907595459","-122.49091236671848"
"2526 Clement St 94121","Outer Richmond","additions alterations or repairs","remove 4 illegal units/covert back to legal use","apartments","apartments",2000-07-27,"37.78221665249228","-122.48652407526862"
"174 10th Av 94118","Inner Richmond","additions alterations or repairs","revert to last legal use-removal of illegal kitchen on 2nd flr","apartments","2 family dwelling",2000-07-31,"37.78511676117449","-122.46854650899685"
"455 Upper Tr 94117","Haight Ashbury","otc alterations permit","window replacement 6 windows including 2 patio doors.replace existing illegal greenhouse/bay.reinsta","apartments","apartments",2001-10-10,"37.76356196274835","-122.44511320619732"
"3145 Mission St 94110","Bernal Heights","additions alterations or repairs","legalize 12 units group housing","apartments","apartments",2001-10-22,"37.74688490062214","-122.41878357467365"
"3147 Mission St 94110","Bernal Heights","additions alterations or repairs","legalize 12 units group housing","apartments","apartments",2001-10-22,"37.74688490062214","-122.41878357467365"
"4600 Balboa St 94121","Outer Richmond","otc alterations permit","legalize existing basement as 2 storage rooms & one half bathroom.","apartments","apartments",2000-09-05,"37.77535538012609","-122.5083111126106"
"119 Belvedere St 94117","Haight Ashbury","additions alterations or repairs","to legalize completed social room in basement. existing space(hab.room) with original space.","apartments","apartments",2000-09-13,"37.76826663748737","-122.44968435884996"
"121 Belvedere St 94117","Haight Ashbury","additions alterations or repairs","to legalize completed social room in basement. existing space(hab.room) with original space.","apartments","apartments",2000-09-13,"37.76826663748737","-122.44968435884996"
"875 Greenwich St NA",NA,"additions alterations or repairs","to legalize existing deck room on roof","apartments","apartments",1984-10-25,NA,NA
"875 Greenwich St 94133","Russian Hill","additions alterations or repairs","to legalize existing deck room on roof","apartments","apartments",1984-10-25,"37.80157320288267","-122.41398979734383"
"506 Divisadero St 94117","Hayes Valley","additions alterations or repairs","legalize rear deck & back stair, rebuild 2nd flr enclosed porch","apartments","apartments",2000-03-01,"37.77429709418556","-122.43731588029107"
"510 Divisadero St 94117","Hayes Valley","additions alterations or repairs","legalize rear deck & back stair, rebuild 2nd flr enclosed porch","apartments","apartments",2000-03-01,"37.77429709418556","-122.43731588029107"
"1241 18th Av 94122","Inner Sunset","additions alterations or repairs","legalize unit at rear on ground floor.","apartments","apartments",1984-08-09,"37.76468011231958","-122.47645865561479"
"3572 18th St 94110","Mission","otc alterations permit","raise floor to comply with building code & legalize at garage level. remove kitchen fr basement.","apartments","apartments",2001-12-03,"37.76180857403403","-122.42320708409392"
"3576 18th St 94110","Mission","otc alterations permit","raise floor to comply with building code & legalize at garage level. remove kitchen fr basement.","apartments","apartments",2001-12-03,"37.76180857403403","-122.42320708409392"
"828 Bay St 94109","Russian Hill","additions alterations or repairs","legalize the existing social room","apartments","apartments",1984-08-29,"37.80498571420244","-122.42090141425776"
"2608 21st St 94110","Potrero Hill","otc alterations permit","remove illegal iron bars(fixed). replace decayed wood at rear.at grd fl-bedrms & kitchen windows.","apartments","apartments",2002-01-29,"37.75794199677215","-122.40723905617146"
"2610 21st St 94110","Potrero Hill","otc alterations permit","remove illegal iron bars(fixed). replace decayed wood at rear.at grd fl-bedrms & kitchen windows.","apartments","apartments",2002-01-29,"37.75794199677215","-122.40723905617146"
"990 Geary St 94109","Tenderloin","additions alterations or repairs","o legalize 60-dwelling unit-no work proposed & comply w/ nov","apartments","apartments",2000-07-13,"37.7861869901532","-122.41948630435058"
"238 Ocean Av 94112","Outer Mission","otc alterations permit","remove 2 illegal units-create storage for tennants, cap utilities at source. correct dbi records.","apartments","apartments",2002-02-06,"37.72343805043807","-122.4419404589996"
"240 Ocean Av NA",NA,"otc alterations permit","remove 2 illegal units-create storage for tennants, cap utilities at source. correct dbi records.","apartments","apartments",2002-02-06,NA,NA
"242 Ocean Av 94112","Outer Mission","otc alterations permit","remove 2 illegal units-create storage for tennants, cap utilities at source. correct dbi records.","apartments","apartments",2002-02-06,"37.72343805043807","-122.4419404589996"
"239 14th St 94103","Mission","otc alterations permit","comply nov#200012228- remove illegal unit on g/fl., remove stove gaslines to source & shower","apartments","apartments",2002-02-12,"37.76814707705179","-122.41878538415712"
"241 14th St 94103","Mission","otc alterations permit","comply nov#200012228- remove illegal unit on g/fl., remove stove gaslines to source & shower","apartments","apartments",2002-02-12,"37.76814707705179","-122.41878538415712"
"243 14th St 94103","Mission","otc alterations permit","comply nov#200012228- remove illegal unit on g/fl., remove stove gaslines to source & shower","apartments","apartments",2002-02-12,"37.76814707705179","-122.41878538415712"
"2239 Webster St 94115","Pacific Heights","otc alterations permit","remove illegal kitchen and bath on existing ground floor.","apartments","2 family dwelling",2002-02-13,"37.791429658788395","-122.43290569393666"
"1231 Market St 94103","South of Market","additions alterations or repairs","legalize extg stair built without permit under 200002152002/200003013243","apartments","apartments",2002-02-14,"37.77791115861171","-122.41482841830305"
"426 Arkansas St 94107","Potrero Hill","otc alterations permit","remove basement level wetbar & bathroom, remove illegal unit","apartments","apartments",2000-12-21,"37.76076784783341","-122.3986100211674"
"1077 Treat Av 94110","Mission","otc alterations permit","remove illegal unit-replace with storage .","apartments","apartments",2002-02-15,"37.753027872224074","-122.41271563632993"
"117 Lexington St 94110","Mission","additions alterations or repairs","to comply with complaint 2000-113-20. remove  illegal   work in basement.","apartments","apartments",2001-04-20,"37.76140422180331","-122.42057170780444"
"45 Chenery St 94131","Glen Park","additions alterations or repairs","legalize 4th unit (unit d) per plan no new work, no structural changes, int alteration only case 93.","apartments","apartments",2002-02-21,"37.74119401604232","-122.42513791762244"
"47 Chenery St 94131","Glen Park","additions alterations or repairs","legalize 4th unit (unit d) per plan no new work, no structural changes, int alteration only case 93.","apartments","apartments",2002-02-21,"37.74119401604232","-122.42513791762244"
"830 Baker St NA",NA,"additions alterations or repairs","to legalize existing decks","apartments","apartments",1983-03-02,NA,NA
"2705 20th St 94110","Mission","additions alterations or repairs","legalize existing apartment - 2nd fl","apartments","apartments",1984-11-05,"37.759065803941574","-122.40811715904661"
"443 08th Av 94118","Inner Richmond","additions alterations or repairs","dismantle illegal unit on garage level,rvrt to storage use comply w/ complaint 200123028","apartments","apartments",2002-03-04,"37.78001649222151","-122.46669146850645"
"170 Duboce Av 94103","Mission","otc alterations permit","legalize laundry room","apartments","apartments",2002-03-08,"37.770019502420446","-122.42396578664969"
"2946 California St 94115","Pacific Heights","additions alterations or repairs","comply with nov 200115918-remove kitchen , cap off plumbing fixtures, legalize 2 overhead lights","apartments","apartments",2002-03-13,"37.78804459581933","-122.44299132905925"
"1415 Clay St 94109","Nob Hill","otc alterations permit","permit to pay penalty on  nov#2001155209 by his. for illegal unit const. illegal under#200104106493","apartments","apartments",2002-03-13,"37.79281575870752","-122.41639354869169"
"424 Jones St 94102","Tenderloin","additions alterations or repairs","increasing of room count to 43 units/legalize per n.o.v. 2001/20953","apartments","apartments",2002-03-18,"37.7852998907384","-122.41259648645635"
"2830 San Bruno Av 94134","Portola","otc alterations permit","comply with n.o.v. #200225804, remove illegal work in the year yard porch, add handsink to existing","apartments","apartments",2002-03-19,"37.72590257163606","-122.40322075364821"
"828 Bay St 94109","Russian Hill","additions alterations or repairs","legalize the existing social room","apartments","apartments",1984-08-29,"37.80498571420244","-122.42090141425776"
"828 Bay St 94109","Russian Hill","additions alterations or repairs","legalize the existing social room","apartments","apartments",1984-08-29,"37.80498571420244","-122.42090141425776"
"129 Jasper Pl 94133","North Beach","additions alterations or repairs","remove stove/cap gas. remove illegal dwelling unit","apartments","2 family dwelling",2002-03-29,"37.80090972972124","-122.40857404698535"
"455 09th Av 94118","Inner Richmond","otc alterations permit","comply with notice of violation no.200224289 legalize g/f for family rm & bathrm per plans","apartments","apartments",2002-04-15,"37.7797626403101","-122.46774267709462"
"638 45th Av 94121","Outer Richmond","additions alterations or repairs","work to abate nov 200010163;revert illegal bedrms & area on attic","apartments","apartments",2002-04-16,"37.77633581623197","-122.50572058538336"
"1000 Franklin St 94109","Western Addition","additions alterations or repairs","legalize alt of ktcn partition per nov dated 06-23-92","apartments","apartments",1992-08-28,"37.78391223044777","-122.42239858992085"
"2295 Vallejo St 94123","Pacific Heights","otc alterations permit","to legalize the existing altered guardvails at the roof.","apartments","apartments",1988-09-02,"37.794984662722484","-122.43474775918615"
"477 Burnett Av 94131","Twin Peaks","additions alterations or repairs","legalize (e) 3 dwelling unit on g/fl","2 family dwelling","apartments",2002-05-01,"37.753316070023715","-122.44410948460909"
"1255 California St 94109","Nob Hill","additions alterations or repairs","remove illegal spa and installation","apartments","apartments",1989-08-02,"37.790994487087545","-122.41498459162126"
"1805 Pine St 94109","Pacific Heights","additions alterations or repairs","remove illegal unit in basement","apartments","apartments",1992-01-08,"37.788791113577105","-122.42564637691252"
"2425 Divisadero St 94115","Pacific Heights","additions alterations or repairs","comply w/item 9 of physical insp.(3r-3093)rmve illegal unit & convert to storage","apartments","2 family dwelling",2002-05-09,"37.79198464523215","-122.44161395440985"
"660 08th Av 94118","Inner Richmond","additions alterations or repairs","remdel ex gr flr studio to be part of upstairs unit nov 200224062 eliminate illegal unit","apartments","apartments",2002-05-10,"37.776010001785366","-122.46574291837608"
"2950 Baker St 94123","Marina","otc alterations permit","dismanel illegal unit at ground floor.","apartments","2 family dwelling",2002-05-09,"37.79837803605454","-122.44566344213584"
