"full_address","neighborhoods_analysis_boundaries","permit_type_definition","description","existing_use","proposed_use","permit_creation_date","location.latitude","location.longitude"
"3215 20th St 94110","Mission","additions alterations or repairs","remove/abate illegal ground fl (rear)unit per code violation. demo/remove kitchen/bathroom #20000238","2 family dwelling","2 family dwelling",2000-08-09,"37.75762428201593","-122.41285864490534"
"950 Divisadero St 94115","Western Addition","otc alterations permit","convert in-law unit into storage/removal of an illegal unit at ground floor per plans.","apartments","2 family dwelling",2000-08-09,"37.778502379110385","-122.43818949218264"
"63 07th Av 94118","Inner Richmond","additions alterations or repairs","revis pa#468261/legalize int wall/rm layout/relocate kitc 63","2 family dwelling","2 family dwelling",1996-11-04,"37.787234568153124","-122.46612317589491"
"538 42nd Av 94121","Outer Richmond","additions alterations or repairs","legalize bathrm,social rm, home office,remove 3rd illegal unit at ground floor","2 family dwelling","2 family dwelling",2000-08-22,"37.778449803646424","-122.50255653723255"
"33 Cuvier St 94112","Outer Mission","additions alterations or repairs","1 unit on 3rd fl,1 unit on 2nd fl w/legalized rms @ garage","2 family dwelling","2 family dwelling",1997-02-03,"37.73436181825101","-122.42839380688001"
"306 Joost Av 94131","West of Twin Peaks","otc alterations permit","rev to 916600- remove illegal second unit","2 family dwelling","1 family dwelling",2000-09-08,"37.73258840396686","-122.44252088760747"
"1746 Church St 94131","Noe Valley","otc alterations permit","comply with n.o.v. 200008078, remove illegal vertical addition w/o permit","2 family dwelling","2 family dwelling",2000-09-14,"37.74300282732002","-122.42688597784277"
"1904 Broadway NA 94123","Pacific Heights","additions alterations or repairs","application for change of use-legalize (e) unit behind garage per plans","1 family dwelling","2 family dwelling",2000-09-21,"37.79531995915703","-122.42870155923744"
"1149 Potrero Av NA",NA,"additions alterations or repairs","legalize bedroom in basement","2 family dwelling","2 family dwelling",1997-09-05,NA,NA
"1143 Potrero Av NA",NA,"additions alterations or repairs","legalize bedroom in basement","2 family dwelling","2 family dwelling",1997-09-05,NA,NA
"769 North Point St 94109","Russian Hill","additions alterations or repairs","legalize backyard patio storage shed to be legalized under separate permit.","2 family dwelling","2 family dwelling",2000-10-02,"37.80556814235841","-122.419865284524"
"4337 18th St 94114","Castro/Upper Market","otc alterations permit","legalize skylights ready built at rear per compl.9701547","2 family dwelling","2 family dwelling",1997-09-19,"37.7605195566339","-122.43792941931717"
"20 Joost Av 94131","West of Twin Peaks","additions alterations or repairs","legalize studio apt on ground floor level","1 family dwelling","2 family dwelling",1997-10-02,"37.7325425148876","-122.43567704068033"
"37 29th St 94110","Bernal Heights","additions alterations or repairs","comply with violation #9601416 to legalize 2nd floor","office","2 family dwelling",1997-11-06,"37.7437986457301","-122.42162637668845"
"151 Sanchez St 94114","Castro/Upper Market","otc alterations permit","remove illegal bsmt unit & comply with n o v complaint#9800916. removal of an illegal 3rd unit legal","2 family dwelling","2 family dwelling",2000-10-17,"37.76680729956616","-122.43075819419725"
"419 Collingwood St 94114","Noe Valley","additions alterations or repairs","legalize work built w/out a bldng permit-2nd fl new common rm & bath as habitable space(prev storage","2 family dwelling","2 family dwelling",2000-10-18,"37.75564739291263","-122.4353009573714"
"1511 Baker St 94115","Presidio Heights","additions alterations or repairs","to voluntarily remove an illegal basement unit (kitchen & bath)","2 family dwelling","2 family dwelling",2000-05-19,"37.78515167612507","-122.44356597083787"
"13 Warren Dr 94131","Inner Sunset","additions alterations or repairs","remove illegal stove on ground floor. remove door on g/f room, with permit in 1990, see 3-r report","2 family dwelling","1 family dwelling",2000-10-24,"37.755019240310794","-122.45615828653305"
"776 36th Av 94121","Outer Richmond","additions alterations or repairs","legalize (e)storage rms & bath per housing inspector's reqm","2 family dwelling","2 family dwelling",1998-02-23,"37.774392542699694","-122.4958192072624"
"2227 Cabrillo St 94121","Outer Richmond","additions alterations or repairs","remove illegal unit, ad window","2 family dwelling","2 family dwelling",2000-11-03,"37.774283839562386","-122.48270287296621"
"624 Precita Av 94110","Bernal Heights","additions alterations or repairs","legalize rear (sfd)","2 family dwelling","apartments",2000-11-04,"37.747551129924936","-122.40883059775152"
"622 Precita Av 94110","Bernal Heights","additions alterations or repairs","legalize rear (sfd)","2 family dwelling","apartments",2000-11-04,"37.747551129924936","-122.40883059775152"
"620 Precita Av 94110","Bernal Heights","additions alterations or repairs","legalize rear (sfd)","2 family dwelling","apartments",2000-11-04,"37.747551129924936","-122.40883059775152"
"370 Dolores St 94114","Castro/Upper Market","additions alterations or repairs","strip illegal walls&partition&bathroom in basement area. remove shed at reat of property. repair sta","2 family dwelling","2 family dwelling",2000-11-14,"37.763512340794385","-122.42665409384801"
"554 Girard St 94134","Portola","additions alterations or repairs","legalize downstairs sitting room, remove rear addition","2 family dwelling","2 family dwelling",1998-05-14,"37.725398548999806","-122.40410528618982"
"3628 18th St 94110","Mission","otc alterations permit","legalize existing bathroom","2 family dwelling","2 family dwelling",1998-11-05,"37.76178102363126","-122.42455841018906"
"2225 15th St 94114","Castro/Upper Market","otc alterations permit","legalize the bathtub, repair 1 hr. wall in garage, remove partition wall at garage","2 family dwelling","2 family dwelling",2001-03-16,"37.76557647728107","-122.43388264499353"
"735 Clayton St 94117","Haight Ashbury","additions alterations or repairs","remove 2 units add to building 2/ permit legalize third dwelling unit upgrade and renovate (e) struc","2 family dwelling","apartments",2001-03-21,"37.76813562493896","-122.44857806626591"
"108 Leese St 94110","Bernal Heights","additions alterations or repairs","demolish existing illegal unit on ground floor, as noted an notice","apartments","2 family dwelling",2001-03-30,"37.73564041282348","-122.42325884747859"
"106 Leese St 94110","Bernal Heights","additions alterations or repairs","demolish existing illegal unit on ground floor, as noted an notice","apartments","2 family dwelling",2001-03-30,"37.73564041282348","-122.42325884747859"
"290 Precita Av 94110","Bernal Heights","otc alterations permit","removal of kitchen's stove, refrigerator from in-law unit legalize bathroom.","2 family dwelling","2 family dwelling",2001-04-03,"37.747055067980966","-122.41399150944558"
"292 Precita Av 94110","Bernal Heights","otc alterations permit","removal of kitchen's stove, refrigerator from in-law unit legalize bathroom.","2 family dwelling","2 family dwelling",2001-04-03,"37.747055067980966","-122.41399150944558"
"760 08th Av 94118","Inner Richmond","otc alterations permit","remove all illegally built wall & electrical/plumbing facil","2 family dwelling","2 family dwelling",1999-12-01,"37.774114691661794","-122.46560577531422"
"378 02nd Av 94118","Inner Richmond","otc alterations permit","legalize (e)sun rm on 2nd flr (lower unit)add 1 full bath rm","2 family dwelling","2 family dwelling",2001-04-09,"37.78170767150921","-122.45970399766213"
"380 02nd Av 94118","Inner Richmond","otc alterations permit","legalize (e)sun rm on 2nd flr (lower unit)add 1 full bath rm","2 family dwelling","2 family dwelling",2001-04-09,"37.78170767150921","-122.45970399766213"
"1415 Clay St 94109","Nob Hill","otc alterations permit","to remove illegal unit on ground floor per complaint 200115209 and correct mis violation items","2 family dwelling","2 family dwelling",2001-04-10,"37.79281575870752","-122.41639354869169"
"3044 Webster St 94123","Marina","otc alterations permit","relocate bathroom in basement. comply nov 200115067-legalize install cabinets in grd floor.","2 family dwelling","2 family dwelling",2001-04-11,"37.798980909481614","-122.43393491788493"
"12 Reno Pl 94133","North Beach","additions alterations or repairs","third story addition to top unit-legalize (e) infilled lightwell","2 family dwelling","2 family dwelling",1999-08-31,"37.799607958685456","-122.40531253399455"
"1391 39th Av 94122","Sunset/Parkside","additions alterations or repairs","legalize skylights on 2/fl. 5 total, legalize deck on (e) garage roof, rebuild stairs for req'd exit","2 family dwelling","2 family dwelling",2001-04-26,"37.760994546425486","-122.49861954463617"
"1393 39th Av 94122","Sunset/Parkside","additions alterations or repairs","legalize skylights on 2/fl. 5 total, legalize deck on (e) garage roof, rebuild stairs for req'd exit","2 family dwelling","2 family dwelling",2001-04-26,"37.760994546425486","-122.49861954463617"
"310 Corbett Av 94114","Castro/Upper Market","otc alterations permit","convert illegall apartment into a storage","2 family dwelling","2 family dwelling",2001-04-27,"37.76023427178257","-122.44486345165542"
"118 Chenery St 94131","Glen Park","otc alterations permit","remove illegal kitchen by capping gas back to source, sink & counter & cabs to stay as is","2 family dwelling","2 family dwelling",2001-05-01,"37.73946770372555","-122.4258740535871"
"16 Divisadero St 94114","Castro/Upper Market","additions alterations or repairs","comply w/ notice of violation#200009669 remove exist. kitchen & legalize home office space/ family r","2 family dwelling","2 family dwelling",2001-05-07,"37.767571510559215","-122.43626015813625"
"18 Divisadero St 94114","Castro/Upper Market","additions alterations or repairs","comply w/ notice of violation#200009669 remove exist. kitchen & legalize home office space/ family r","2 family dwelling","2 family dwelling",2001-05-07,"37.767571510559215","-122.43626015813625"
"336 12th Av 94118","Inner Richmond","otc alterations permit","renew permit 2000/09/12/0270. to remove illegal unit at grd floor of rear building.","2 family dwelling","2 family dwelling",2001-05-08,"37.78190973394046","-122.47046026824427"
"32 Sadowa St 94112","Oceanview/Merced/Ingleside","additions alterations or repairs","demolition of illegal storage rms in bassement repair dry rot @ rear stairs","2 family dwelling","2 family dwelling",2000-03-10,"37.71257685652924","-122.45520574362125"
"4093 17th St 94114","Castro/Upper Market","otc alterations permit","renew expired permit 9912119-to legalize ground flr dwelling-this info applies to org application","2 family dwelling","2 family dwelling",2001-05-17,"37.76216494859911","-122.43708183121903"
"689 16th Av 94118","Outer Richmond","additions alterations or repairs","legalize the development of the g/f storage room and full bath correct n.o.v. 19928048","2 family dwelling","2 family dwelling",2000-03-28,"37.77510035175425","-122.47496676485206"
"679 35th Av 94121","Outer Richmond","otc alterations permit","restore legal occupancy remove illegal unit remove 2nd kitchen and occupancy separation","2 family dwelling","1 family dwelling",2000-04-21,"37.77621295487609","-122.49553318216931"
"111 Ripley St 94110","Bernal Heights","additions alterations or repairs","remove illegal units to correct notice of violations-all illegal kitchens & bathroom to be removed","apartments","2 family dwelling",2001-06-14,"37.7444010891757","-122.41277094887069"
"113 Ripley St 94110","Bernal Heights","additions alterations or repairs","remove illegal units to correct notice of violations-all illegal kitchens & bathroom to be removed","apartments","2 family dwelling",2001-06-14,"37.7444010891757","-122.41277094887069"
"115 Ripley St 94110","Bernal Heights","additions alterations or repairs","remove illegal units to correct notice of violations","apartments","2 family dwelling",2001-06-14,"37.74440628367002","-122.4126847331827"
"117 Ripley St 94110","Bernal Heights","additions alterations or repairs","remove illegal units to correct notice of violations","apartments","2 family dwelling",2001-06-14,"37.74440628367002","-122.4126847331827"
"325 Fillmore St 94117","Hayes Valley","additions alterations or repairs","remove illegal unit on 1st fl. and legalize unit at top fl.correct fr r3 to r1.","2 family dwelling","apartments",2001-06-26,"37.77243799792922","-122.43087641435937"
"327 Fillmore St 94117","Hayes Valley","additions alterations or repairs","remove illegal unit on 1st fl. and legalize unit at top fl.correct fr r3 to r1.","2 family dwelling","apartments",2001-06-26,"37.77243799792922","-122.43087641435937"
"524 29th Av 94121","Outer Richmond","additions alterations or repairs","remove illegal kitchen,  cabinets,stove in basement & remove shower","2 family dwelling","2 family dwelling",2000-04-26,"37.77936540641918","-122.48864730035825"
"3029 Franklin St 94123","Marina","otc alterations permit","legalize existing social room, playroom, bathroom, on the garge on grnd floor","2 family dwelling","2 family dwelling",2000-05-01,"37.80243337176732","-122.42674629207492"
"225 Willard North St 94118","Lone Mountain/USF","otc alterations permit","legalize in existing rms rear of garage see 9411882","2 family dwelling","2 family dwelling",1995-03-17,"37.7759852180315","-122.45685427949932"
"21 Worth St 94114","Noe Valley","otc alterations permit","remove illegal unit finishes, fillings & walls at 1st floor","2 family dwelling","1 family dwelling",2001-07-16,"37.75496154364056","-122.43971490890445"
"654 Natoma St 94103","South of Market","otc alterations permit","filling in illegal window on the east side of house n.o.v.  200118648","2 family dwelling","2 family dwelling",2001-07-16,"37.77754879863639","-122.41130659274452"
"330 Scott St 94117","Haight Ashbury","additions alterations or repairs","correct violations nov 200001779 rmv partitions,legalize elec/plumb bring to orig open storage/ballr","2 family dwelling","2 family dwelling",2001-07-18,"37.772915382315674","-122.43536013828596"
"1465 Mcallister St 94117","Western Addition","otc alterations permit","comply w/nov #200012370:remove illegal unit: finsih out basemt for walkrm, finishes, heat, restrm.","2 family dwelling","2 family dwelling",2001-07-19,"37.77780786873293","-122.43597841662726"
"1153 Capp St 94110","Mission","additions alterations or repairs","remove (e) kitchen & bath & permentaly remove illegal downstair in law rental unit","2 family dwelling","1 family dwelling",2001-07-24,"37.74842792234878","-122.41730768325571"
"1335 Alabama St 94110","Mission","additions alterations or repairs","comply w/n.o.v. legalize deck & stairs built w/o permit","2 family dwelling","2 family dwelling",1999-07-28,"37.75045041715472","-122.4104720565321"
"662 11th Av 94118","Inner Richmond","otc alterations permit","legalize (e)exercise rm,add one bath & hall way","2 family dwelling","2 family dwelling",2001-08-01,"37.77583819194547","-122.46894699367327"
"1509 Baker St 94115","Presidio Heights","additions alterations or repairs","to voluntarily remove an illegal basement unit (kitchen & bath)","2 family dwelling","2 family dwelling",2000-05-19,"37.78515167612507","-122.44356597083787"
"888 44th Av 94121","Outer Richmond","otc alterations permit","to comply with nov, legalize new garage partition wall, remove 1 door to enter back unit, 1 mail box","2 family dwelling","2 family dwelling",2001-08-09,"37.77193789322486","-122.50432343964141"
"318 Mount Vernon Av 94112","Outer Mission","otc alterations permit","to remove illegal kitchen on main level to comply with city code per plans","2 family dwelling","1 family dwelling",2001-08-10,"37.7180219375964","-122.44686739421978"
"46 Wilmot St 94115","Pacific Heights","additions alterations or repairs","site permit interior renovation at all levels, minor vertical addition.removal illegal unit,newstair","2 family dwelling","2 family dwelling",2001-08-13,"37.78770633689992","-122.43271093278177"
"48 Wilmot St 94115","Pacific Heights","additions alterations or repairs","site permit interior renovation at all levels, minor vertical addition.removal illegal unit,newstair","2 family dwelling","2 family dwelling",2001-08-13,"37.78770633689992","-122.43271093278177"
"440 10th Av 94118","Inner Richmond","additions alterations or repairs","one-stop:m.tjoe:legalize n.o.v. 200114534 & 200114815, 34d fl. remove illegal kitchen, 2nd floor","2 family dwelling","2 family dwelling",2001-08-15,"37.78001803719623","-122.46817781685805"
"1191 Oak St 94117","Haight Ashbury","otc alterations permit","remove illegal rear structure","2 family dwelling","2 family dwelling",2000-06-05,"37.772747453817686","-122.43880119979421"
"2905 Keith St 94124","Bayview Hunters Point","otc alterations permit","plumbing, remove stove, cap gas line, remove refrigator, remove illegal 1st floor unit","2 family dwelling","1 family dwelling",2001-08-22,"37.72286416414484","-122.39497047117926"
"3822 22nd St 94114","Noe Valley","additions alterations or repairs","legalize (e) deck","2 family dwelling","2 family dwelling",2001-08-29,"37.75481029682736","-122.43317491876044"
"522 Shotwell St 94110","Mission","additions alterations or repairs","legalize in-law unit","1 family dwelling","2 family dwelling",2001-08-30,"37.7600228893107","-122.41618895462983"
"1385 Pacific Av 94109","Russian Hill","additions alterations or repairs","convert bathrm to original approval toilet rm.  remove illegal kitchen @ 1/floor","2 family dwelling","2 family dwelling",2001-09-05,"37.79534409701662","-122.41794683859995"
"4616 Cabrillo St 94121","Outer Richmond","otc alterations permit","construct master bathrm in 2nd floor, legalize the 2nd unit by construct a 1hr garage at the ground","2 family dwelling","2 family dwelling",2000-06-26,"37.77356001102691","-122.50828414088093"
"4618 Cabrillo St 94121","Outer Richmond","otc alterations permit","construct master bathrm in 2nd floor, legalize the 2nd unit by construct a 1hr garage at the ground","2 family dwelling","2 family dwelling",2000-06-26,"37.77356001102691","-122.50828414088093"
"3352 Clay St 94118","Presidio Heights","otc alterations permit","interior alterations to remove illegal kitchens & occupancy separations","apartments","2 family dwelling",2001-09-13,"37.78921859075793","-122.44813761974544"
"3354 Clay St 94118","Presidio Heights","otc alterations permit","interior alterations to remove illegal kitchens & occupancy separations","apartments","2 family dwelling",2001-09-13,"37.78921859075793","-122.44813761974544"
"3333 19th St 94110","Mission","additions alterations or repairs","present use is billegal guest rooms on 3 floor of occupancy","2 family dwelling","2 family dwelling",1984-07-26,"37.760103904203454","-122.41761355492821"
"180 Leland Av 94134","Visitacion Valley","otc alterations permit","to add a family room/a bth and legalize extg bdrm for upper residential unit","2 family dwelling","2 family dwelling",2001-09-22,"37.71265559497643","-122.4068750842298"
"182 Leland Av 94134","Visitacion Valley","otc alterations permit","to add a family room/a bth and legalize extg bdrm for upper residential unit","2 family dwelling","2 family dwelling",2001-09-22,"37.71265559497643","-122.4068750842298"
"390 15th Av 94118","Outer Richmond","otc alterations permit","to add a family room/bedroom at bth and legalize extg bdrm for upper unit use only","2 family dwelling","2 family dwelling",2001-09-22,"37.78086132002728","-122.47374324864671"
"3922 26th St 94114","Noe Valley","otc alterations permit","remdel kitchen and bath, remove illegal unit in garage remove aluminum windows replace w/wood","2 family dwelling","2 family dwelling",2001-09-25,"37.74870189494678","-122.42779568736624"
"3924 26th St 94114","Noe Valley","otc alterations permit","remdel kitchen and bath, remove illegal unit in garage remove aluminum windows replace w/wood","2 family dwelling","2 family dwelling",2001-09-25,"37.74870189494678","-122.42779568736624"
"1274 Hampshire St 94110","Mission","otc alterations permit","removal of illegal construction on g/fl back to storage","2 family dwelling","2 family dwelling",2001-09-26,"37.75181615224099","-122.4074652658716"
"174 10th Av 94118","Inner Richmond","additions alterations or repairs","revert to last legal use-removal of illegal kitchen on 2nd flr","apartments","2 family dwelling",2000-07-31,"37.78511676117449","-122.46854650899685"
"1032 Balboa St 94118","Inner Richmond","otc alterations permit","demolish &permanmently remove the illegal rental unit frhousing use & convert the existing space to","2 family dwelling","2 family dwelling",2001-10-09,"37.777209396490726","-122.47000147385388"
"1030 Balboa St 94118","Inner Richmond","otc alterations permit","demolish &permanmently remove the illegal rental unit frhousing use & convert the existing space to","2 family dwelling","2 family dwelling",2001-10-09,"37.777209396490726","-122.47000147385388"
"951 Naples St 94112","Excelsior","additions alterations or repairs","legalize in-law apartment in basement","1 family dwelling","2 family dwelling",2001-10-10,"37.714668950070056","-122.43551327246699"
"3213 20th St 94110","Mission","additions alterations or repairs","remove/abate illegal ground fl (rear)unit per code violation. demo/remove kitchen/bathroom #20000238","2 family dwelling","2 family dwelling",2000-08-09,"37.75878610191994","-122.41288280518467"
"1332 38th Av 94122","Sunset/Parkside","additions alterations or repairs","remove gas oven and sink from illegal basement","2 family dwelling","2 family dwelling",2000-08-18,"37.7620547720266","-122.49711203431751"
"2789 Golden Gate Av 94118","Lone Mountain/USF","otc alterations permit","comply nov#200119651 replace kitchen counter top & floor @#2787 to legalize rooms in basement","2 family dwelling","2 family dwelling",2001-10-22,"37.77669580908985","-122.45640110788315"
"1079 York St 94110","Mission","additions alterations or repairs","correct nov#200116294, legalize unit at 1/fl. level","1 family dwelling","2 family dwelling",2001-10-24,"37.7548513844136","-122.40810341767545"
"1465 14th Av 94122","Inner Sunset","additions alterations or repairs","converting bldng from illegal use as a hotel w/ 7 guest rooms to a 2 fam. dwelling","1 family dwelling","2 family dwelling",2001-10-24,"37.76070766939868","-122.47179374992847"
"20 Santa Rosa Av 94112","Outer Mission","otc alterations permit","to remove illegal unit on ground floor","2 family dwelling","1 family dwelling",2000-09-01,"37.72621641865322","-122.43425867710476"
"1537 Pacific Av 94109","Russian Hill","additions alterations or repairs","legalize 3rd floor at rear","2 family dwelling","2 family dwelling",2000-06-20,"37.794887200283036","-122.42052037362176"
"1319 47th Av 94122","Sunset/Parkside","additions alterations or repairs","to legalize the rooms for revert back to original use as 2 dwelling units.","2 family dwelling","2 family dwelling",2000-09-29,"37.761807491369936","-122.50742788095769"
"2256 19th Av 94116","West of Twin Peaks","otc alterations permit","legalize the followings add bdrm/add storage room/remove kchn","2 family dwelling","2 family dwelling",2001-11-20,"37.74573603858241","-122.47549748601074"
"375 Banks St 94110","Bernal Heights","additions alterations or repairs","c;ear notice of violation 8902672/9202292. legalize attic space used as part of unit @ 2nd fl. see a","2 family dwelling","2 family dwelling",2000-10-13,"37.73836929970631","-122.412514850298"
"368 Funston Av 94118","Inner Richmond","otc alterations permit","legalize kitchen & bathroom","2 family dwelling","2 family dwelling",2001-11-29,"37.78137768851582","-122.47149836711813"
"153 Sanchez St 94114","Castro/Upper Market","otc alterations permit","remove illegal bsmt unit & comply with n o v complaint#9800916. removal of an illegal 3rd unit legal","2 family dwelling","2 family dwelling",2000-10-17,"37.76680729956616","-122.43075819419725"
"470 10th Av 94118","Inner Richmond","additions alterations or repairs","to legalize existing family rm, relocate bathrm, add two bedroom in 1st floor","2 family dwelling","2 family dwelling",2001-11-30,"37.779469674263446","-122.4681381168947"
"225 Fillmore St 94117","Hayes Valley","additions alterations or repairs","legalize e rear stairs as per approved variance decision case2000.1153s","2 family dwelling","2 family dwelling",2001-12-03,"37.77153182787501","-122.43055821340317"
"227 Fillmore St 94117","Hayes Valley","additions alterations or repairs","legalize e rear stairs as per approved variance decision case2000.1153s","2 family dwelling","2 family dwelling",2001-12-03,"37.77153182787501","-122.43055821340317"
"509 Ashbury St 94117","Haight Ashbury","additions alterations or repairs","removal of oven & frig -removal of illegal unit in basement","2 family dwelling","2 family dwelling",2001-12-04,"37.77069477031682","-122.4473467991807"
"618 06th Av 94118","Inner Richmond","otc alterations permit","remove illegal kitchen and cap all utilities as per/plans. comply w/n.o.v. 200121162","2 family dwelling","2 family dwelling",2001-12-06,"37.77682974289102","-122.46365226841597"
"620 06th Av 94118","Inner Richmond","otc alterations permit","remove illegal kitchen and cap all utilities as per/plans. comply w/n.o.v. 200121162","2 family dwelling","2 family dwelling",2001-12-06,"37.77682974289102","-122.46365226841597"
"766 Hayes St 94102","Hayes Valley","otc alterations permit","legalize window in attic/roof access penthouse not visable from street","2 family dwelling","2 family dwelling",2001-12-07,"37.77637204940923","-122.42904291209395"
"48 Parker Av 94118","Presidio Heights","otc alterations permit","correcn of violation 200120566,200122930,reinstate app 200111143221,200110029735,legalize roof deck,","2 family dwelling","2 family dwelling",2001-12-12,"37.785204578430886","-122.45438252706846"
"421 Collingwood St 94114","Noe Valley","additions alterations or repairs","legalize work built w/out a bldng permit-2nd fl new common rm & bath as habitable space(prev storage","2 family dwelling","2 family dwelling",2000-10-18,"37.75564739291263","-122.4353009573714"
"2224 25th St 94107","Potrero Hill","otc alterations permit","rev to#200111133016. changes in scope of work: revert (e) illegal in law unit to roiginal storage. r","2 family dwelling","1 family dwelling",2001-12-18,"37.75220321468293","-122.40094815860378"
"368 Dolores St 94114","Castro/Upper Market","additions alterations or repairs","strip illegal walls&partition&bathroom in basement area. remove shed at reat of property. repair sta","2 family dwelling","2 family dwelling",2000-11-14,"37.763512340794385","-122.42665409384801"
"180 Park St 94110","Bernal Heights","additions alterations or repairs","legalize basement rooms remove existing kitchen sink and stove, bath tub and storage at garage","2 family dwelling","2 family dwelling",2000-11-15,"37.7363382249143","-122.42147670534932"
"220 Winfield St 94110","Bernal Heights","additions alterations or repairs","add dormer to (e) attic, legalize attic, remove (e) roofs (flat) in rear of main fl & convert to ter","1 family dwelling","2 family dwelling",2000-11-17,"37.741742984827944","-122.41935047858703"
"385 Grove St 94102","Hayes Valley","additions alterations or repairs","chg of use of ground floor, brick building, legalize residential unit & parking & storage  for record","2 family dwelling","2 family dwelling",2001-12-28,"37.77760417351565","-122.42276403683643"
"292 Ivy St 94102","Hayes Valley","additions alterations or repairs","chg of use of ground floor, brick building, legalize residential unit & parking & storage  for record","2 family dwelling","2 family dwelling",2001-12-28,"37.77760417351565","-122.42276403683643"
"1462 47th Av 94122","Sunset/Parkside","otc alterations permit","renew 2001/0904/7505. legalize storage room in garage .","2 family dwelling","2 family dwelling",2002-01-10,"37.75921934257495","-122.50658856486685"
"1387 45th Av 94122","Sunset/Parkside","additions alterations or repairs","to correct violations per complaint #200008985/200224087 as to rmv illegal kchn @grnd flr/to rmv dck","2 family dwelling","2 family dwelling",2002-01-31,"37.76073356691917","-122.50510033935343"
"234 Naples St 94112","Excelsior","otc alterations permit","respond to complain 200010011. remove illegal unit in basement & grd fl. remove stove, cabinet......","2 family dwelling","2 family dwelling",2000-12-18,"37.72506459408094","-122.4283582800133"
"478 25th Av 94121","Outer Richmond","additions alterations or repairs","comply with nov 200118278. remove 1 kitchen on the 3rd floor. remove illegal unit on 3rd floor.","2 family dwelling","2 family dwelling",2002-02-07,"37.78058913870349","-122.48444357388496"
"723 25th Av 94121","Outer Richmond","otc alterations permit","remove illegal unit in basement remove illegal kitchen/cnvrt back to storage space","2 family dwelling","2 family dwelling",2002-02-11,"37.77570664932463","-122.48474809991716"
"725 25th Av 94121","Outer Richmond","otc alterations permit","remove illegal unit in basement remove illegal kitchen/cnvrt back to storage space","2 family dwelling","2 family dwelling",2002-02-11,"37.77570664932463","-122.48474809991716"
"2239 Webster St 94115","Pacific Heights","otc alterations permit","remove illegal kitchen and bath on existing ground floor.","apartments","2 family dwelling",2002-02-13,"37.791429658788395","-122.43290569393666"
"1705 07th Av 94122","Inner Sunset","additions alterations or repairs","legalize (e) deck inrear of bldg.","2 family dwelling","2 family dwelling",2002-02-20,"37.756449944838295","-122.46391152704278"
"1707 07th Av 94122","Inner Sunset","additions alterations or repairs","legalize (e) deck inrear of bldg.","2 family dwelling","2 family dwelling",2002-02-20,"37.756449944838295","-122.46391152704278"
"134 Haight St NA",NA,"additions alterations or repairs","comply with notice of violation to legalize roof deck","2 family dwelling","2 family dwelling",2000-12-27,NA,NA
"122 Highland Av 94110","Bernal Heights","otc alterations permit","remove illegal unit fromb asement garage-rmve non load bearing walls-ret.to storage & garage;","2 family dwelling","2 family dwelling",2002-03-08,"37.73714655803922","-122.42329667986921"
"2812 Lyon St 94123","Marina","otc alterations permit","comply w/app 3r-3256-convert illegal habitable space in garage level back to storage use","2 family dwelling","2 family dwelling",2002-03-11,"37.79689599280478","-122.44677743641694"
"2814 Lyon St 94123","Marina","otc alterations permit","comply w/app 3r-3256-convert illegal habitable space in garage level back to storage use","2 family dwelling","2 family dwelling",2002-03-11,"37.79689599280478","-122.44677743641694"
"1951 Grove St 94117","Lone Mountain/USF","additions alterations or repairs","correct & comply with 3r-3486 includes removal of illegal dwelling unit","2 family dwelling","2 family dwelling",2002-03-12,"37.77427909890064","-122.44868348022231"
"1953 Grove St 94117","Lone Mountain/USF","additions alterations or repairs","correct & comply with 3r-3486 includes removal of illegal dwelling unit","2 family dwelling","2 family dwelling",2002-03-12,"37.77427909890064","-122.44868348022231"
"422 Waller St 94117","Hayes Valley","otc alterations permit","legalize deck and remove door in garage","2 family dwelling","2 family dwelling",2002-03-18,"37.771300732347946","-122.43073482929694"
"424 Waller St 94117","Hayes Valley","otc alterations permit","legalize deck and remove door in garage","2 family dwelling","2 family dwelling",2002-03-18,"37.771300732347946","-122.43073482929694"
"1483 Newcomb Av 94124","Bayview Hunters Point","otc alterations permit","remove existing illegal rooms (kitchen, bath, bedroom & storage) at ground floor. per plans","2 family dwelling","1 family dwelling",2002-03-19,"37.73377817035607","-122.38775268306243"
"9 Abbey St 94114","Castro/Upper Market","additions alterations or repairs","legalize existing grd flr flat. provide fire rated separation at garage wall, provide egress window","1 family dwelling","2 family dwelling",2002-03-20,"37.76369483300777","-122.42702026012265"
"129 Jasper Pl 94133","North Beach","additions alterations or repairs","remove stove/cap gas. remove illegal dwelling unit","apartments","2 family dwelling",2002-03-29,"37.80090972972124","-122.40857404698535"
"1348 Silver Av 94134","Portola","otc alterations permit","remove illegal unit residential unit only","2 family dwelling","1 family dwelling",2002-04-10,"37.73104018015341","-122.40971401255538"
"328 Douglass St 94114","Twin Peaks","additions alterations or repairs","legalize lower decks in back yard replace 2 stairs in backyard","2 family dwelling","2 family dwelling",2002-04-11,"37.75828983626758","-122.43935360666485"
"80 Jersey St 94114","Noe Valley","additions alterations or repairs","legalize grd level studio unit pfr codes. comply no.o.v#200226633. relocate furnace and water heater","2 family dwelling","2 family dwelling",2002-04-15,"37.75116633514619","-122.42693493655777"
